timestamp,volume,close,,
2014.3.24,2148000,3806840000,,
2014.3.25,3396000,5996924000,,
2014.3.26,1948000,3447392000,,
2014.3.27,4276000,7558340000,,
2014.3.28,6756000,11931700000,,
2014.3.31,3572000,6324360000,,
2014.4.1,1360000,2403600000,,
2014.4.2,860000,1518780000,,
2014.4.3,640000,1118740000,,
2014.4.4,1120000,1964600000,,
2014.4.7,520000,911620000,,
2014.4.8,1128000,1969480000,,
2014.4.9,5672000,9605114000,,
2014.4.10,2588000,4558800000,,
2014.4.11,4820000,8451620000,,
2014.4.14,1216000,2130760000,,
2014.4.15,1428000,2493672000,,
2014.4.16,1960000,3406288000,,
2014.4.17,2596000,4547540000,,
2014.4.18,5452000,9495100000,,
2014.4.21,3168000,5510776000,,
2014.4.22,4296000,7510416000,,
2014.4.23,10384000,17794700000,,
2014.4.24,3488000,6106768000,,
2014.4.25,4482000,7848246000,,
2014.4.28,3236000,5667780000,,
2014.4.29,3964000,6944600000,,
2014.4.30,3996000,7002096000,,
2014.5.2,8900000,15163860000,,
2014.5.7,1920000,3386020000,,
2014.5.8,736000,1275940000,,
2014.5.9,2860000,4959960000,,
2014.5.12,7684000,12826068000,,
2014.5.13,904000,1563820000,,
2014.5.14,2420000,4171864000,,
2014.5.15,2984000,5173066000,,
2014.5.16,5772000,9973772000,,
2014.5.19,1240000,2135180000,,
2014.5.20,2032000,3494660000,,
2014.5.21,3512000,6040476000,,
2014.5.22,6448000,11269216000,,
2014.5.23,7172000,12520952000,,
2014.5.26,3116000,5426344000,,
2014.5.27,3404000,5911684000,,
2014.5.28,4934000,8561590000,,
2014.5.29,4700000,8116698000,,
2014.5.30,7658000,13252902000,,
2014.6.2,1980000,3427824000,,
2014.6.3,1148000,1986516000,,
2014.6.5,6080000,10267920000,,
2014.6.9,724000,1260040000,,
2014.6.10,140000,240680000,,
2014.6.11,1172000,2017308000,,
2014.6.12,3292000,5699940000,,
2014.6.13,9736000,16757020000,,
2014.6.16,4890000,8448274000,,
2014.6.17,1980000,3384750000,,
2014.6.18,8336000,14028248000,,
2014.6.19,828000,1431628000,,
2014.6.20,3616000,6284204000,,
2014.6.23,4754000,8230382000,,
2014.6.24,5068000,8794636000,,
2014.6.25,12682000,21646104000,,
2014.6.26,4676000,8173498000,,
2014.6.27,5362000,9372296000,,
2014.6.30,3458000,6045906000,,
2014.7.1,760000,1328360000,,
2014.7.2,1820000,3175020000,,
2014.7.3,784000,1377484000,,
2014.7.4,7780000,13238040000,,
2014.7.7,520000,911880000,,
2014.7.8,120000,209000000,,
2014.7.9,560000,971520000,,
2014.7.10,588000,1021740000,,
2014.7.11,10108000,17452320000,,
2014.7.14,2060000,3608700000,,
2014.7.15,300000,519540000,,
2014.7.16,1984000,3424230000,,
2014.7.17,3460000,6020480000,,
2014.7.18,6560000,11411790000,,
2014.7.21,7720000,13196800000,,
2014.7.22,880000,1529320000,,
2014.7.23,5528000,9621420000,,
2014.7.24,4364000,7579190000,,
2014.7.25,10308000,17873500000,,
2014.7.28,4916000,8504264000,,
2014.7.29,3292000,5696920000,,
2014.7.30,5422000,9376112000,,
2014.7.31,3048000,5267532000,,
2014.8.1,2292000,3962904000,,
2014.8.4,780000,1350480000,,
2014.8.5,440000,750880000,,
2014.8.6,160000,270380000,,
2014.8.7,1196000,2018400000,,
2014.8.8,2264000,3819860000,,
2014.8.11,1456000,2461720000,,
2014.8.12,800000,1353020000,,
2014.8.13,2472000,4184500000,,
2014.8.14,6906000,11633350000,,
2014.8.18,1268000,2125500000,,
2014.8.19,1144000,1909100000,,
2014.8.20,2164000,3613080000,,
2014.8.21,7472000,12486620000,,
2014.8.22,10014000,16704346000,,
2014.8.25,2536000,4210516000,,
2014.8.26,4604000,7646236000,,
2014.8.27,4778000,7900162000,,
2014.8.28,5896000,9766876000,,
2014.8.29,11896000,19709788000,,
2014.9.1,4584000,7612900000,,
2014.9.2,1080000,1795600000,,
2014.9.3,8376000,13562140000,,
2014.9.4,2440000,4061346000,,
2014.9.5,4620000,7656572000,,
2014.9.11,1476000,2435344000,,
2014.9.12,4996000,8275228000,,
2014.9.15,2000000,3299520000,,
2014.9.16,1372000,2263618000,,
2014.9.17,2424000,3979180000,,
2014.9.18,12050000,19587955000,,
2014.9.19,7248000,11960600000,,
2014.9.22,3552000,5832920000,,
2014.9.23,5688000,9397224000,,
2014.9.24,5156000,8469630000,,
2014.9.25,4388000,7244922000,,
2014.9.26,16292000,26623432000,,
2014.9.29,5524000,9089010000,,
2014.9.30,5028000,8291852000,,
2014.10.1,3578000,5892630000,,
2014.10.2,2944000,4847640000,,
2014.10.6,1784000,2933172000,,
2014.10.7,160000,262280000,,
2014.10.8,2480000,4076860000,,
2014.10.10,3096000,5091740000,,
2014.10.13,1256000,2052724000,,
2014.10.14,1316000,2151704000,,
2014.10.15,3052000,4985960000,,
2014.10.16,4768000,7770800000,,
2014.10.17,5272000,8571460000,,
2014.10.20,1760000,2849376000,,
2014.10.21,2924000,4689600000,,
2014.10.22,6268000,10044440000,,
2014.10.23,12398000,19667507000,,
2014.10.24,15294000,24236888000,,
2014.10.27,4812000,7675260000,,
2014.10.28,4352000,6934244000,,
2014.10.29,8264000,13144184000,,
2014.10.30,6364000,10119508000,,
2014.10.31,9012000,14342096000,,
2014.11.3,4120000,6540828000,,
2014.11.4,540000,855900000,,
2014.11.5,3796000,5940228000,,
2014.11.6,908000,1444644000,,
2014.11.7,4460000,6995480000,,
2014.11.10,2824000,4410240000,,
2014.11.11,708000,1119500000,,
2014.11.12,2524000,3951310000,,
2014.11.13,5124000,8057828000,,
2014.11.14,5324000,8348222000,,
2014.11.17,2848000,4436620000,,
2014.11.18,1740000,2709560000,,
2014.11.19,4832000,7385660000,,
2014.11.20,5428000,8508780000,,
2014.11.21,10620000,16638860000,,
2014.11.24,3632000,5671800000,,
2014.11.25,14030000,21493160000,,
2014.11.26,7314000,11352180000,,
2014.11.27,8596000,13325466000,,
2014.11.28,10302000,15961038000,,
2014.12.1,480000,743690000,,
2014.12.2,1676000,2567360000,,
2014.12.3,808000,1238820000,,
2014.12.4,1320000,2028450000,,
2014.12.5,11644000,17513000000,,
2014.12.8,1612000,2427720000,,
2014.12.9,2964000,4413490000,,
2014.12.10,2672000,3961500000,,
2014.12.11,3568000,5285300000,,
2014.12.12,6972000,10201800000,,
2014.12.15,1808000,2628560000,,
2014.12.16,11708000,16609700000,,
2014.12.17,5372000,7697760000,,
2014.12.18,4272000,6100658000,,
2014.12.19,8304000,11829138000,,
2014.12.22,2108000,2997616000,,
2014.12.23,5240000,7410000000,,
2014.12.24,7734000,10937370000,,
2014.12.26,8756000,12352872000,,
2014.12.29,5336000,7548470000,,
2014.12.30,4012000,5679062000,,
2015.1.2,3748000,5213880000,,
2015.1.5,500000,706260000,,
2015.1.6,1796000,2472140000,,
2015.1.7,1404000,1934720000,,
2015.1.8,2502000,3439990000,,
2015.1.9,18218000,23874304000,,
2015.1.12,2296000,3025480000,,
2015.1.13,2608000,3398600000,,
2015.1.14,3052000,3973620000,,
2015.1.15,3126000,4061448000,,
2015.1.16,5828000,7483580000,,
2015.1.19,1488000,1912260000,,
2015.1.20,2808000,3591720000,,
2015.1.21,3248000,4150606000,,
2015.1.22,5912000,7560408000,,
2015.1.23,8130000,10384720000,,
2015.1.26,2580000,3292844000,,
2015.1.27,11196000,13904888000,,
2015.1.28,4064000,5170472000,,
2015.1.29,5550000,7063102000,,
2015.1.30,10870000,13807916000,,
2015.2.2,5728000,7254840000,,
2015.2.3,140000,180800000,,
2015.2.4,2748000,3567944000,,
2015.2.5,4792000,6218734000,,
2015.2.6,4512000,5966835000,,
2015.2.9,3158000,4229840000,,
2015.2.10,396000,533248000,,
2015.2.11,5176000,6735460000,,
2015.2.12,3072000,4126818000,,
2015.2.13,7840000,10618982000,,
2015.2.16,6210000,8447090000,,
2015.2.17,6626000,9065895000,,
2015.2.23,684000,939292000,,
2015.2.24,3876000,5329144000,,
2015.2.25,3936000,5436090000,,
2015.2.26,5704000,7884716000,,
2015.2.27,13522000,18481018000,,
2015.3.2,6422000,8958025000,,
2015.3.3,7748000,10571616000,,
2015.3.4,1044000,1476980000,,
2015.3.5,1884000,2682020000,,
2015.3.6,3524000,5036000000,,
2015.3.9,3252000,4639440000,,
2015.3.10,504000,720172000,,
2015.3.11,428000,609840000,,
2015.3.12,2508000,3581480000,,
2015.3.13,4148000,5882530000,,
2015.3.16,1124000,1595860000,,
2015.3.17,1404000,1971660000,,
2015.3.18,2364000,3333180000,,
2015.3.19,4050000,5702678000,,
2015.3.20,8208000,11494972000,,
2015.3.23,1598000,2237382000,,
2015.3.24,4356000,6098334000,,
2015.3.25,4380000,6120428000,,
2015.3.26,4384000,6125148000,,
2015.3.27,13570000,18968081000,,
2015.3.30,4016000,5596260000,,
2015.3.31,2380000,3321500000,,
2015.4.1,17274000,23721516000,,
2015.4.2,3176000,4434760000,,
2015.4.3,1936000,2687786000,,
2015.4.6,140000,194280000,,
2015.4.7,1260000,1756100000,,
2015.4.8,1176000,1635712000,,
2015.4.9,2580000,3590400000,,
2015.4.10,4844000,6689230000,,
2015.4.13,2172000,2996406000,,
2015.4.14,3156000,4354554000,,
2015.4.15,7400000,10204926000,,
2015.4.16,12400000,17104200000,,
2015.4.17,6704000,9288584000,,
2015.4.20,2452000,3416004000,,
2015.4.21,516000,726568000,,
2015.4.22,712000,1005536000,,
2015.4.23,2020000,2844652000,,
2015.4.24,6228000,8782882000,,
2015.4.27,6056000,8573940000,,
2015.4.28,5392000,7636220000,,
2015.4.29,6732000,9545470000,,
2015.4.30,17642000,24801210000,,
2015.5.4,448000,638760000,,
2015.5.6,1688000,2430118000,,
2015.5.7,4656000,6706424000,,
2015.5.8,2324000,3375428000,,
2015.5.11,1936000,2810264000,,
2015.5.12,904000,1322306000,,
2015.5.13,1932000,2855336000,,
2015.5.14,8634000,12722648000,,
2015.5.15,4696000,6950934000,,
2015.5.18,1068000,1580460000,,
2015.5.19,240000,354840000,,
2015.5.20,3202000,4753388000,,
2015.5.21,5408000,8028724000,,
2015.5.22,10144000,15043828000,,
2015.5.26,5066000,7504280000,,
2015.5.27,4196000,6213140000,,
2015.5.28,3236000,4792046000,,
2015.5.29,8434000,12485606000,,
2015.6.1,16080000,23474552000,,
2015.6.2,304000,448960000,,
2015.6.3,448000,664834000,,
2015.6.4,2540000,3771620000,,
2015.6.5,2842000,4223666000,,
2015.6.8,708000,1049992000,,
2015.6.9,600000,885820000,,
2015.6.10,2456000,3637398000,,
2015.6.11,9256000,13711096000,,
2015.6.12,15856000,23514664000,,
2015.6.15,540000,814340000,,
2015.6.16,200000,299720000,,
2015.6.17,500000,749020000,,
2015.6.18,1520000,2277980000,,
2015.6.19,6324000,9471928000,,
2015.6.22,2092000,3141720000,,
2015.6.23,4512000,6761248000,,
2015.6.24,4892000,7295628000,,
2015.6.25,4198000,6253702000,,
2015.6.26,8604000,12797390000,,
2015.6.29,4132000,6154112000,,
2015.6.30,2600000,3864806000,,
2015.7.1,740000,1095780000,,
2015.7.2,560000,833860000,,
2015.7.3,11084000,16054040000,,
2015.7.6,564000,827344000,,
2015.7.7,400000,585860000,,
2015.7.8,2000000,2923560000,,
2015.7.9,2444000,3558230000,,
2015.7.10,3196000,4648356000,,
2015.7.13,804000,1172676000,,
2015.7.14,300000,438800000,,
2015.7.15,5564000,8114240000,,
2015.7.16,5364000,7794080000,,
2015.7.17,13228000,19001702000,,
2015.7.20,2428000,3521196000,,
2015.7.21,260000,370960000,,
2015.7.22,996000,1434376000,,
2015.7.23,5840000,8442868000,,
2015.7.24,7282000,10519360000,,
2015.7.27,2644000,3815130000,,
2015.7.28,2664000,3831780000,,
2015.7.29,3474000,4995568000,,
2015.7.30,4748000,6829764000,,
2015.7.31,4496000,6475574000,,
2015.8.3,792000,1139384000,,
2015.8.4,696000,997344000,,
2015.8.5,856000,1225700000,,
2015.8.6,2588000,3732660000,,
2015.8.7,4172000,5991884000,,
2015.8.10,1704000,2440014000,,
2015.8.11,1704000,2416840000,,
2015.8.12,3982000,5650328000,,
2015.8.13,8100000,11452204000,,
2015.8.17,1824000,2584462000,,
2015.8.18,472000,664540000,,
2015.8.19,2184000,3060932000,,
2015.8.20,13316000,18447182000,,
2015.8.21,13210000,18290074000,,
2015.8.24,2972000,4165152000,,
2015.8.25,3146000,4405258000,,
2015.8.26,3068000,4283660000,,
2015.8.27,2084000,2900424000,,
2015.8.28,9382000,12990440000,,
2015.8.31,3752000,5218526000,,
2015.9.1,820000,1139870000,,
2015.9.2,220000,305800000,,
2015.9.3,1544000,2145152000,,
2015.9.4,4620000,6430470000,,
2015.9.7,1324000,1835892000,,
2015.9.8,80000,111400000,,
2015.9.9,1580000,2213250000,,
2015.9.10,1636000,2270320000,,
2015.9.11,3648000,5053866000,,
2015.9.14,1898000,2632736000,,
2015.9.15,620000,856500000,,
2015.9.16,1908000,2637776000,,
2015.9.17,5828000,8047236000,,
2015.9.18,9096000,12527882000,,
2015.9.21,2376000,3277218000,,
2015.9.22,9748000,13068640000,,
2015.9.23,4326000,5934400000,,
2015.9.24,4618000,6310356000,,
2015.9.25,4668000,6375286000,,
2015.9.30,2764000,3792182000,,
2015.10.1,380000,521300000,,
2015.10.2,3360000,4636720000,,
2015.10.5,1296000,1789104000,,
2015.10.6,636000,875084000,,
2015.10.7,3960000,5470722000,,
2015.10.8,14148000,19317080000,,
2015.10.12,1464000,2035696000,,
2015.10.13,360000,496560000,,
2015.10.14,660000,912180000,,
2015.10.15,3472000,4786286000,,
2015.10.16,3528000,4841170000,,
2015.10.19,1040000,1419520000,,
2015.10.20,2096000,2854440000,,
2015.10.21,5612000,7672426000,,
2015.10.22,6012000,8201320000,,
2015.10.23,8108000,11018300000,,
2015.10.26,1332000,1809390000,,
2015.10.27,4604000,6220750000,,
2015.10.28,4156000,5598500000,,
2015.10.29,8552000,11457830000,,
2015.10.30,5728000,7720160000,,
2015.11.2,560000,748140000,,
2015.11.3,120000,159480000,,
2015.11.4,700000,929540000,,
2015.11.5,628000,835192000,,
2015.11.6,8176000,10570042000,,
2015.11.9,1440000,1909270000,,
2015.11.10,1024000,1354448000,,
2015.11.11,1248000,1652912000,,
2015.11.12,2868000,3805548000,,
2015.11.13,3604000,4753060000,,
2015.11.16,4972000,6430716000,,
2015.11.17,4676000,6033552000,,
2015.11.18,3896000,5139284000,,
2015.11.19,5572000,7316180000,,
2015.11.20,8132000,10645714000,,
2015.11.23,3934000,5166560000,,
2015.11.24,3192000,4184650000,,
2015.11.25,4548000,5947620000,,
2015.11.26,6880000,9007974000,,
2015.11.27,7232000,9452900000,,
2015.11.30,2360000,3097846000,,
2015.12.1,1760000,2296610000,,
2015.12.2,988000,1289520000,,
2015.12.3,1168000,1521044000,,
2015.12.4,3544000,4611896000,,
2015.12.7,1128000,1465076000,,
2015.12.8,1088000,1403780000,,
2015.12.9,1480000,1920060000,,
2015.12.10,1776000,2289040000,,
2015.12.11,4168000,5355716000,,
2015.12.14,6402000,8113182000,,
2015.12.15,1180000,1521000000,,
2015.12.16,7918000,10111768000,,
2015.12.17,5792000,7465656000,,
2015.12.18,9720000,12491950000,,
2015.12.21,2248000,2891020000,,
2015.12.22,3316000,4264060000,,
2015.12.23,4990000,6411280000,,
2015.12.24,11706000,15016300000,,
2015.12.28,4084000,5243370000,,
2015.12.29,4012000,5142340000,,
2015.12.30,3888000,4984060000,,
2016.1.4,1700000,2175480000,,
2016.1.5,740000,943900000,,
2016.1.6,880000,1127560000,,
2016.1.7,1600000,2064440000,,
2016.1.8,3196000,4108460000,,
2016.1.11,780000,999900000,,
2016.1.12,600000,766216000,,
2016.1.13,4478000,5744115000,,
2016.1.14,5104000,6492540000,,
2016.1.15,9296000,11748082000,,
2016.1.18,1340000,1678620000,,
2016.1.19,800000,1010280000,,
2016.1.20,1760000,2217720000,,
2016.1.21,4314000,5391192000,,
2016.1.22,7228000,9019308000,,
2016.1.25,4296000,5358072000,,
2016.1.26,3040000,3784280000,,
2016.1.27,5360000,6669156000,,
2016.1.28,5296000,6598636000,,
2016.1.29,11316000,14127588000,,
2016.2.1,2072000,2567316000,,
2016.2.2,360000,446300000,,
2016.2.3,924000,1153612000,,
2016.2.4,1200000,1494260000,,
2016.2.5,5232000,6512080000,,
2016.2.11,2136000,2605380000,,
2016.2.12,4656000,5606204000,,
2016.2.15,2516000,3008448000,,
2016.2.16,2148000,2608532000,,
2016.2.17,984000,1199716000,,
2016.2.18,5052000,6096848000,,
2016.2.19,7662000,9344688000,,
2016.2.22,2138000,2642533000,,
2016.2.23,2768000,3371340000,,
2016.2.24,3592000,4366168000,,
2016.2.25,5312000,6401632000,,
2016.2.26,8884000,10706796000,,
2016.2.29,6008000,7265160000,,
2016.3.2,940000,1141400000,,
2016.3.3,748000,893210000,,
2016.3.4,3160000,3883620000,,
2016.3.7,5436000,6681616000,,
2016.3.8,484000,596244000,,
2016.3.9,358000,440298000,,
2016.3.10,1608000,2007616000,,
2016.3.11,7368000,9285568000,,
2016.3.14,5512000,6999588000,,
2016.3.15,348000,439680000,,
2016.3.16,452000,571176000,,
2016.3.17,1786000,2279620000,,
2016.3.18,5676000,7216260000,,
2016.3.21,1652000,2105228000,,
2016.3.22,1140000,1452040000,,
2016.3.23,2564000,3276798000,,
2016.3.24,5072000,6467834000,,
2016.3.25,13388000,16767872000,,
2016.3.28,3108000,3944084000,,
2016.3.29,3958000,5007463000,,
2016.3.30,5156000,6514040000,,
2016.3.31,4580000,5778976000,,
2016.4.1,576000,720960000,,
2016.4.4,828000,1043380000,,
2016.4.5,528000,668040000,,
2016.4.6,700000,883700000,,
2016.4.7,2688000,3385820000,,
2016.4.8,4820000,6047988000,,
2016.4.11,5700000,7119776000,,
2016.4.12,1990000,2486140000,,
2016.4.14,2680000,3346232000,,
2016.4.15,5776000,7273844000,,
2016.4.18,968000,1220132000,,
2016.4.19,440000,554380000,,
2016.4.20,1112000,1409408000,,
2016.4.21,6216000,7813578000,,
2016.4.22,9778000,12265332000,,
2016.4.25,5104000,6400616000,,
2016.4.26,1908000,2388456000,,
2016.4.27,2216000,2780852000,,
2016.4.28,6104000,7723755000,,
2016.4.29,7880000,9887052000,,
2016.5.2,1900000,2395208000,,
2016.5.3,460000,586800000,,
2016.5.4,3112000,3946532000,,
2016.5.9,3116000,4010788000,,
2016.5.10,628000,809732000,,
2016.5.11,2776000,3592740000,,
2016.5.12,6586000,8455134000,,
2016.5.13,10600000,13622604000,,
2016.5.16,3332000,4273570000,,
2016.5.17,1140000,1479080000,,
2016.5.18,1376000,1792292000,,
2016.5.19,4472000,5858104000,,
2016.5.20,9558000,12545508000,,
2016.5.23,1596000,2088588000,,
2016.5.24,876000,1142320000,,
2016.5.25,2298000,3012482000,,
2016.5.26,7342000,9635074000,,
2016.5.27,8490000,11177674000,,
2016.5.30,2734000,3621756000,,
2016.5.31,2084000,2761226000,,
2016.6.1,128000,169284000,,
2016.6.2,580000,769060000,,
2016.6.3,2984000,3952064000,,
2016.6.7,1480000,1963480000,,
2016.6.8,1772000,2354816000,,
2016.6.9,3190000,4264815000,,
2016.6.10,5664000,7613132000,,
2016.6.13,2336000,3135444000,,
2016.6.14,408000,544200000,,
2016.6.15,628000,834500000,,
2016.6.16,5310000,7088954000,,
2016.6.17,12062000,16001734000,,
2016.6.20,1708000,2275546000,,
