index,open,high,low,close,volume
20181228,1490,1540,1480,1530,267355
20181227,1470,1555,1455,1490,557824
20181226,1460,1510,1440,1445,395091
20181224,1510,1585,1485,1515,878605
20181221,1925,1925,1425,1500,5710093
20181220,2065,2080,1875,1895,547189
20181219,2250,2280,1860,2070,1135358
20181218,1915,2048,1915,2035,883279
20181217,1882,2025,1868,1898,742458
20181214,2085,2118,1995,2038,871894
20181213,2102,2185,2018,2068,965248
20181212,2228,2282,2085,2085,582811
20181211,2245,2309,2208,2242,325392
20181210,2078,2435,2035,2292,1706145
20181207,2068,2135,2012,2078,913938
20181206,2255,2319,1928,2015,3368672
20181205,2836,2836,2365,2365,2538492
20181204,2749,2849,2699,2719,357679
20181203,2832,2852,2726,2779,224070
20181130,2859,2956,2702,2799,804835
20181129,2956,2956,2729,2806,482386
20181128,2822,2929,2749,2886,496282
20181127,2852,2969,2705,2812,623809
20181126,3126,3126,2712,2822,992215
20181123,3122,3169,3046,3133,659574
20181122,3072,3163,3009,3156,354250
20181121,3019,3159,2992,3102,541300
20181120,2966,3096,2942,3019,384157
20181119,2902,3062,2889,3009,386906
20181116,2876,2919,2836,2882,287853
20181115,2736,2879,2689,2876,395935
20181114,2749,2752,2625,2736,223072
20181113,2799,2832,2689,2749,286273
20181112,2732,2852,2732,2799,168570
20181109,2679,2802,2589,2749,515308
20181108,2839,2889,2685,2712,384499
20181107,2849,2932,2769,2779,480983
20181106,2939,2966,2699,2849,1613168
20181105,3216,3263,3002,3116,892919
20181102,2936,3216,2936,3193,1264067
20181101,3169,3169,2939,2972,658111
20181031,3249,3253,3002,3199,810587
20181030,3146,3266,3052,3229,1161897
20181029,3203,3236,3049,3163,993039
20181026,3026,3169,2986,3169,1630443
20181025,2936,3019,2772,3002,818531
20181024,2902,3066,2879,3002,2162035
20181023,2772,2866,2669,2826,631495
20181022,2592,2886,2555,2769,801609
20181019,2665,2665,2402,2605,491783
20181018,2585,2629,2555,2625,227248
20181017,2876,2962,2529,2582,950212
20181016,2952,3086,2802,2869,503761
20181015,2972,3069,2939,2952,529838
20181012,2702,3069,2702,2972,1790284
20181011,2702,2802,2682,2702,211121
20181010,2872,2946,2779,2819,446250
20181008,2856,2996,2856,2912,435371
20181005,2869,2982,2849,2926,599934
20181004,2746,2932,2642,2869,1243920
20181002,2542,2769,2542,2729,491747
20181001,2665,2665,2519,2552,303267
20180928,2702,2712,2579,2629,346915
20180927,2585,2692,2552,2662,364655
20180921,2682,2682,2459,2599,653738
20180920,2806,2862,2562,2599,3028201
20180919,2125,2655,2125,2469,5460284
20180918,2022,2148,2022,2125,142278
20180917,2002,2035,1942,2022,70638
20180914,2088,2108,1995,2015,198800
20180913,2135,2168,2082,2082,50026
20180912,2135,2168,2105,2135,39073
20180911,2078,2148,2068,2135,163048
20180910,2048,2108,2028,2048,93018
20180907,2112,2118,2012,2055,117026
20180906,2128,2168,2078,2112,51025
20180905,2122,2158,2102,2128,50497
20180904,2145,2158,2098,2125,65653
20180903,2152,2168,2102,2128,63971
20180831,2115,2175,2112,2162,80458
20180830,2252,2252,2095,2115,248699
20180829,2302,2355,2162,2212,213180
20180828,2175,2299,2165,2282,322643
20180827,2122,2235,2072,2195,229760
20180824,2068,2165,2018,2125,166798
20180823,2068,2112,2038,2058,70767
20180822,2068,2125,2035,2088,86873
20180821,2045,2072,2035,2058,68510
20180820,2092,2112,2022,2068,113186
20180817,2185,2218,2088,2108,242098
20180816,2142,2168,2088,2165,205143
20180814,2202,2642,2115,2162,1182125
20180813,2218,2305,2175,2275,437188
20180810,2052,2222,2038,2168,285245
20180809,2008,2048,1988,2045,55683
20180808,1988,2018,1962,2008,39151
20180807,2045,2045,1955,1988,30041
20180806,2002,2018,1968,1998,8758
20180803,2052,2052,1922,1982,16172
20180802,2028,2028,1932,1965,23057
20180801,2025,2048,1938,1998,39466
20180731,1998,2042,1935,1992,34508
20180730,2032,2032,1932,1938,52805
20180727,1918,1975,1918,1952,8102
20180726,1871,1952,1871,1935,6324
20180725,1848,2038,1848,1902,57775
20180724,1828,1935,1815,1871,47844
20180723,2002,2002,1801,1861,70209
20180720,2002,2002,1928,1948,55203
20180719,2018,2018,1948,1965,44283
20180718,2018,2042,1928,2018,38591
20180717,1975,2022,1948,2018,24907
20180716,2035,2075,1975,1975,69874
20180713,2052,2248,2008,2035,205629
20180712,2032,2165,1968,2045,91519
20180711,2022,2022,1902,2005,48174
20180710,1871,1942,1861,1935,21498
20180709,1952,1952,1841,1885,26244
20180706,1932,1935,1875,1925,28845
20180705,1982,1982,1858,1932,31651
20180704,1902,1948,1888,1935,54205
20180703,1895,1925,1771,1902,79043
20180702,1905,1912,1761,1888,53690
20180629,1871,1912,1795,1851,42583
20180628,1908,1908,1851,1868,28522
20180627,1898,1908,1835,1908,61825
20180626,1982,1982,1885,1898,67158
20180625,1952,1988,1935,1982,8932
20180622,2002,2012,1942,1992,20470
20180621,2005,2025,1965,1985,16402
20180620,1935,2002,1902,2002,28699
20180619,2042,2042,1868,1898,151297
20180618,2128,2128,2005,2042,68606
20180615,2162,2195,2085,2128,38696
20180614,2162,2165,2092,2162,45041
20180612,2232,2232,2058,2162,114250
20180611,2278,2285,2202,2232,44601
20180608,2248,2268,2225,2245,32266
20180607,2235,2255,2202,2248,27365
20180605,2228,2228,2175,2215,27574
20180604,2258,2258,2202,2228,23935
20180601,2245,2245,2185,2238,25356
20180531,2182,2238,2182,2235,55716
20180530,2205,2238,2125,2195,68887
20180529,2268,2268,2168,2205,134235
20180528,2342,2342,2202,2275,48015
20180525,2268,2349,2245,2319,69490
20180524,2385,2385,2265,2302,74502
20180523,2402,2402,2288,2309,68459
20180521,2375,2392,2345,2345,56142
20180518,2435,2435,2335,2352,47580
20180517,2435,2439,2362,2362,54970
20180516,2449,2485,2329,2389,80089
20180515,2469,2505,2422,2445,113540
20180514,2432,2502,2385,2469,182461
20180511,2399,2489,2325,2432,92754
20180510,2345,2399,2285,2345,45269
20180509,2319,2362,2278,2345,107826
20180508,2265,2369,2245,2285,118893
20180504,2352,2352,2272,2272,62284
20180503,2349,2379,2315,2335,70275
20180502,2432,2432,2319,2322,91294
20180430,2369,2469,2349,2395,49082
20180427,2469,2555,2405,2405,57880
20180426,2482,2599,2452,2475,76867
20180425,2575,2639,2369,2465,330062
20180424,2432,2662,2405,2569,199622
20180423,2502,2505,2432,2449,95428
20180420,2485,2502,2439,2502,138615
20180419,2405,2499,2359,2492,211438
20180418,2392,2399,2302,2392,64202
20180417,2362,2392,2342,2392,86843
20180416,2302,2339,2235,2339,91106
20180413,2342,2402,2268,2302,104271
20180412,2242,2365,2205,2302,152994
20180411,2228,2245,2185,2238,81879
20180410,2148,2245,2048,2228,171139
20180409,2085,2215,2075,2162,109070
20180406,2152,2212,2095,2128,89268
20180405,2205,2232,2168,2168,126507
20180404,2322,2322,2185,2205,258845
20180403,2339,2339,2252,2302,105809
20180402,2339,2419,2339,2339,98081
20180330,2295,2402,2295,2355,248321
20180329,2305,2319,2235,2268,148108
20180328,2419,2435,2295,2302,292299
20180327,2288,2809,2288,2465,1812679
20180326,2198,2335,2172,2288,134910
20180323,2335,2349,2235,2235,168213
20180322,2469,2495,2329,2399,192470
20180321,2502,2535,2465,2469,99562
20180320,2559,2595,2495,2502,129832
20180319,2615,2625,2492,2522,151789
20180316,2549,2669,2502,2605,146366
20180315,2615,2615,2465,2549,362395
20180314,2662,2662,2545,2619,172835
20180313,2685,2689,2632,2662,115098
20180312,2682,2709,2659,2689,82952
20180309,2736,2736,2659,2682,111648
20180308,2625,2752,2625,2692,103204
20180307,2659,2705,2622,2622,229658
20180306,2639,2702,2639,2699,78453
20180305,2705,2739,2652,2659,198441
20180302,2709,2766,2679,2752,139952
20180228,2619,2749,2589,2749,365059
20180227,2695,2716,2585,2585,399793
20180226,2756,2779,2692,2699,300332
20180223,2819,2819,2726,2736,259100
20180222,2882,2919,2769,2806,278075
20180221,2802,2952,2799,2926,677014
20180220,2816,2942,2779,2809,397029
20180219,2786,2866,2719,2809,362410
20180214,2786,2786,2705,2759,218519
20180213,2772,2809,2709,2716,450269
20180212,2999,3129,2739,2779,1149700
20180209,2695,2736,2649,2709,219931
20180208,2685,2799,2649,2779,551813
20180207,2886,2986,2602,2639,1680902
20180206,2836,2896,2719,2779,1160680
20180205,3146,3223,3002,3016,765017
20180202,3419,3419,3236,3266,496894
20180201,3453,3453,3253,3386,594127
20180131,3486,3486,3336,3419,790995
20180130,3553,3603,3453,3519,949484
20180129,3736,3820,3503,3620,2489658
20180126,3353,3503,3353,3453,1166115
20180125,3553,3570,3319,3353,1338492
20180124,3519,3736,3419,3553,3084904
20180123,3653,3703,3453,3553,2468875
20180122,3803,4170,3486,3553,9313612
20180119,3189,4053,3183,3603,11676052
20180118,2909,3253,2842,3129,2158492
20180117,2689,3069,2635,2866,1373372
20180116,2846,2936,2752,2786,947278
20180115,2752,3079,2705,2952,2579706
20180112,3022,3022,2652,2716,3487919
20180111,3603,4270,2702,2809,11883794
20180110,2986,3853,2986,3853,6114106
20180109,2892,3029,2859,2969,1748744
20180108,2705,3006,2682,2856,4262422
20180105,2535,2642,2472,2592,692353
20180104,2622,2669,2479,2535,756915
20180103,2469,2562,2402,2552,1353060
20180102,2342,2442,2309,2435,640338
20171228,2452,2452,2292,2342,1186606
20171227,2392,2619,2379,2452,2488998
20171226,2502,2689,2345,2345,2895443
20171222,2405,2445,2268,2352,519481
20171221,2288,2515,2252,2405,2603405
20171220,2419,2452,2185,2268,1074346
20171219,2462,2462,2255,2385,2073492
20171218,2245,2649,2245,2512,7179448
20171215,2135,2389,2132,2232,1558869
20171214,2152,2218,2132,2135,632041
20171213,2068,2152,2065,2152,385890
20171212,2132,2158,2075,2075,618986
20171211,2085,2148,2035,2132,798920
20171208,2015,2602,2015,2112,7280611
20171207,2088,2092,2002,2005,212760
20171206,1962,2168,1922,2088,884712
20171205,1848,1958,1845,1948,174613
20171204,1918,1972,1898,1898,138923
20171201,2058,2058,1902,1932,187589
20171130,2085,2108,1992,1995,265668
20171129,2058,2105,2052,2075,243096
20171128,2152,2185,2085,2085,337221
20171127,1985,2148,1985,2125,370656
20171124,1948,2005,1948,2005,192724
20171123,1968,2002,1945,1972,431130
20171122,1975,2045,1975,2042,131429
20171121,1978,2018,1968,2012,162778
20171120,2022,2052,2012,2012,68501
20171117,2028,2062,2015,2045,44628
20171116,2028,2045,2028,2042,32535
20171115,2102,2122,2035,2035,100842
20171114,2028,2185,2012,2122,179802
20171113,2028,2045,2012,2022,76828
20171110,2038,2038,2002,2025,59283
20171109,2025,2078,2018,2035,44484
20171108,2075,2075,2002,2025,109640
20171107,2068,2078,2038,2038,55440
20171106,2075,2098,2055,2068,60389
20171103,2158,2158,2068,2075,199169
20171102,2182,2182,2142,2155,84655
20171101,2228,2228,2168,2178,143678
20171031,2435,2469,2175,2228,689157
20171030,2268,2295,2222,2242,670473
20171027,2322,2322,2248,2248,409614
20171026,2228,2288,2222,2255,322594
20171025,2195,2242,2155,2215,280762
20171024,2162,2188,2135,2155,153971
20171023,2175,2175,2128,2148,259772
20171020,2175,2202,2088,2142,163721
20171019,2075,2195,2048,2102,151626
20171018,2135,2148,2048,2075,245960
20171017,2142,2155,2122,2128,107763
20171016,2068,2148,2068,2128,255140
20171013,2142,2162,2108,2108,358243
20171012,2135,2162,2095,2142,482988
20171011,2342,2535,2095,2122,3220780
20171010,2262,2315,2228,2309,598486
20170929,2175,2268,2175,2228,327825
20170928,2228,2282,2188,2188,382786
20170927,2182,2235,2148,2228,753514
20170926,1968,2162,1968,2155,952645
20170925,1915,2082,1915,2008,1365864
20170922,1861,1922,1808,1915,360506
20170921,1908,1935,1841,1861,315610
20170920,1882,1942,1868,1908,234689
20170919,1868,1908,1861,1908,239366
20170918,1835,1882,1808,1861,456789
20170915,1861,1868,1841,1841,158415
20170914,1875,1888,1841,1868,202757
20170913,1942,1948,1841,1861,427855
20170912,1935,1948,1902,1942,189126
20170911,1922,1948,1888,1915,410641
20170908,1968,1982,1928,1935,334015
20170907,1975,2002,1948,1968,222317
20170906,2042,2082,1975,1982,642438
20170905,2128,2148,2042,2042,966396
20170904,2048,2175,2022,2108,1140662
20170901,2082,2102,2055,2068,284427
20170831,2142,2142,2062,2062,337672
20170830,2068,2135,2055,2108,552398
20170829,2068,2128,2042,2068,678769
20170828,2108,2175,2088,2102,1068787
20170825,2102,2128,2062,2088,1024572
20170824,2128,2195,2075,2115,2553919
20170823,1935,2449,1935,2155,15343315
20170822,1928,1935,1908,1908,50157
20170821,1902,1928,1895,1915,120368
20170818,1962,1962,1908,1922,84719
20170817,1935,1968,1895,1948,69409
20170816,1868,1995,1868,1928,195863
20170814,1928,1942,1868,1875,232643
20170811,1948,1982,1895,1928,246507
20170810,1982,2028,1948,1988,86982
20170809,2055,2055,1975,1982,86405
20170808,2062,2082,2015,2028,112155
20170807,1975,2068,1975,2042,117783
20170804,2002,2002,1915,1968,82508
20170803,2015,2055,1962,1968,102982
20170802,1975,2075,1955,2035,182846
20170801,1942,2022,1935,1975,85873
20170731,1942,2022,1915,1962,169784
20170728,2022,2042,1908,1942,365025
20170727,2095,2108,2042,2048,148216
20170726,2108,2148,2068,2068,274145
20170725,2182,2215,2115,2115,443255
20170724,2128,2515,2095,2182,2606414
20170721,2122,2162,2122,2128,69559
20170720,2155,2168,2102,2128,168472
20170719,2135,2162,2122,2135,68225
20170718,2195,2195,2122,2135,153334
20170717,2175,2222,2128,2162,138122
20170714,2202,2282,2168,2202,241711
20170713,2329,2329,2215,2215,155283
20170712,2309,2362,2242,2268,360633
20170711,2262,2268,2168,2268,247781
20170710,2355,2395,2202,2228,477915
20170707,2222,2228,2188,2222,82906
20170706,2155,2222,2148,2188,138294
20170705,2148,2222,2148,2175,129833
20170704,2202,2262,2128,2175,154751
20170703,2315,2315,2215,2228,103080
20170630,2362,2362,2268,2282,213833
20170629,2282,2429,2268,2329,241344
20170628,2302,2302,2228,2282,165010
20170627,2335,2335,2262,2295,178896
20170626,2315,2362,2295,2322,269132
20170623,2268,2362,2262,2322,330568
20170622,2222,2282,2222,2268,222032
20170621,2268,2288,2195,2255,251940
20170620,2135,2268,2088,2262,510499
20170619,2208,2215,2148,2162,326776
20170616,2275,2275,2208,2215,230463
20170615,2282,2302,2235,2275,124400
20170614,2315,2315,2268,2282,119731
20170613,2282,2335,2235,2288,259300
20170612,2302,2302,2242,2282,171755
20170609,2275,2302,2242,2302,184764
20170608,2362,2369,2275,2288,238189
20170607,2349,2375,2315,2375,274917
20170605,2295,2342,2262,2335,275457
20170602,2282,2295,2248,2268,193667
20170601,2335,2335,2248,2288,275599
20170531,2302,2395,2242,2322,538204
20170530,2222,2288,2202,2275,308985
20170529,2309,2329,2162,2222,1145278
20170526,2355,2375,2329,2335,225786
20170525,2402,2402,2342,2369,153192
20170524,2355,2375,2322,2375,273531
20170523,2389,2442,2282,2355,651318
20170522,2462,2482,2362,2369,396747
20170519,2502,2502,2442,2462,152008
20170518,2422,2489,2409,2475,116524
20170517,2415,2495,2415,2482,281879
20170516,2542,2542,2382,2422,564620
20170515,2702,2716,2462,2509,976978
20170512,2549,2569,2415,2462,386997
20170511,2622,2629,2535,2582,443944
20170510,2535,2622,2522,2589,491052
20170508,2529,2549,2475,2522,379968
20170504,2462,2549,2442,2522,363436
20170502,2442,2515,2409,2475,238803
20170428,2509,2529,2389,2442,446740
20170427,2562,2589,2435,2489,686435
20170426,2662,2682,2562,2562,641854
20170425,2669,2756,2642,2649,385011
20170424,2669,2709,2629,2669,311525
20170421,2749,2749,2649,2669,542288
20170420,2802,2802,2716,2729,363968
20170419,2782,2849,2756,2769,523643
20170418,2749,2876,2689,2809,1817003
20170417,2615,2742,2575,2722,819956
20170414,2622,2702,2569,2582,749842
20170413,2709,2729,2649,2662,652473
20170412,2595,2682,2549,2675,539313
20170411,2695,2762,2582,2602,1065055
20170410,2689,2762,2602,2695,1081459
20170407,2615,2736,2575,2675,1245653
20170406,2669,2675,2535,2602,922002
20170405,2649,2716,2589,2682,989051
20170404,2649,2682,2569,2609,1027720
20170403,2575,2749,2522,2675,1984712
20170331,2529,2589,2495,2569,1550547
20170330,2315,2776,2315,2522,9768352
20170329,2282,2315,2248,2262,592715
20170328,2188,2329,2168,2302,1279818
20170327,2208,2235,2148,2148,300097
20170324,2248,2288,2182,2215,440167
20170323,2202,2275,2202,2242,514043
20170322,2208,2222,2168,2188,567281
20170321,2235,2295,2142,2208,773613
20170320,2349,2349,2202,2242,486758
20170317,2375,2375,2288,2349,690819
20170316,2235,2382,2195,2375,1216636
20170315,2195,2248,2155,2208,441591
20170314,2235,2242,2168,2182,501648
20170313,2162,2275,2142,2222,1411683
20170310,2042,2215,1995,2155,1730170
20170309,2042,2122,2035,2042,872916
20170308,2082,2082,2008,2028,307006
20170307,2048,2115,2022,2055,1375254
20170306,1908,2042,1895,2022,989073
20170303,1935,1962,1902,1922,193337
20170302,1895,1995,1888,1935,547249
20170228,1895,1915,1855,1882,328814
20170227,1935,1935,1882,1895,255020
20170224,1968,1975,1902,1915,531392
20170223,1968,1995,1942,1955,345518
20170222,2015,2028,1962,1975,471133
20170221,2042,2068,1988,2002,469799
20170220,1975,2028,1955,2022,608086
20170217,1995,1995,1948,1955,293697
20170216,2002,2035,1968,1975,525329
20170215,1928,2015,1928,1975,613384
20170214,2022,2022,1948,1955,459352
20170213,2015,2062,1982,2008,514283
20170210,1955,2035,1922,2035,1038136
20170209,1928,1955,1902,1942,446897
20170208,1988,2008,1908,1935,1143420
20170207,2022,2075,1988,1995,1073741
20170206,2088,2122,1975,1995,1218030
20170203,2155,2182,2082,2102,1822849
20170202,2042,2108,2002,2108,1863489
20170201,2042,2122,2015,2015,2275532
20170131,1968,2108,1948,2015,1755762
20170126,1942,1995,1902,1975,1549895
20170125,2028,2155,1922,1922,4105478
20170124,1995,2008,1882,1895,2254586
20170123,2022,2302,1988,2022,9234652
20170120,1955,1995,1895,1962,836690
20170119,1988,2062,1962,1968,1248486
20170118,2048,2068,1975,1982,1107224
20170117,2188,2235,2048,2055,2910019
20170116,1928,2362,1908,2255,12854931
20170113,1982,1995,1808,1821,1671972
20170112,2082,2088,1948,1995,842873
20170111,2195,2235,2022,2075,1075427
20170110,2248,2282,2155,2175,733333
20170109,2235,2329,2235,2248,688504
20170106,2208,2295,2202,2222,815662
20170105,2288,2309,2188,2195,1005867
20170104,2362,2382,2228,2262,714860
20170103,2342,2409,2315,2355,1129503
20170102,2188,2402,2188,2342,1791074
20161229,2335,2349,2142,2168,1872939
20161228,2342,2389,2275,2335,1395668
20161227,2449,2462,2302,2322,2031931
20161226,2669,2689,2422,2442,3104833
20161223,2689,2736,2549,2555,4166052
20161222,2776,2862,2575,2702,9159614
20161221,2769,3122,2469,2642,25940662

